virus_unid	human_unid	pred_score
A0A0G2QX14	P56747	0.033
A0A0G2QX14	Q8N7C0	0.030
A0A0G2QX14	P10636	0.067
A0A0G2QX14	P01138	0.054
A0A0G2QX14	A0A0B4J1V0	0.070
A0A0G2QX14	P78333	0.033
A0A0G2QX14	Q96BD0	0.022
A0A0G2QX14	O95498	0.029
A0A0G2QX14	Q9Y490	0.076
A0A0G2QX14	A0A589	0.045
A0A0G2QX14	P08172	0.093
A0A0G2QX14	Q13639	0.052
A0A0G2QX14	P16284	0.033
A0A0G2QX14	Q15077	0.029
A0A0G2QX14	Q8IYL9	0.030
A0A0G2QX14	A0A0B4J280	0.061
A0A0G2QX14	P08912	0.069
A0A0G2QX14	A0A0A0MS15	0.074
A0A0G2QX14	O14786	0.063
A0A0G2QX14	P08754	0.075
A0A0G2QX14	Q6UW56	0.029
A0A0G2QX14	P17302	0.043
A0A0G2QX14	P35462	0.032
A0A0G2QX14	B7Z8K6	0.074
A0A0G2QX14	Q8TDB8	0.052
A0A0G2QX14	P25942	0.033
A0A0G2QX14	Q6QNK2	0.028
A0A0G2QX14	Q14416	0.035
A0A0G2QX14	P17927	0.041
A0A0G2QX14	Q96DZ5	0.047
A0A0G2QX14	Q8NET5	0.038
A0A0G2QX14	P24158	0.034
A0A0G2QX14	P28222	0.031
A0A0G2QX14	Q9NY64	0.040
A0A0G2QX14	Q8N127	0.023
A0A0G2QX14	Q9P121	0.034
A0A0G2QX14	O95711	0.051
A0A0G2QX14	Q13492	0.085
A0A0G2QX14	P0C7T2	0.024
A0A0G2QX14	Q16620	0.049
A0A0G2QX14	Q86UG4	0.051
A0A0G2QX14	Q8WTT0	0.034
A0A0G2QX14	P25106	0.033
A0A0G2QX14	P11279	0.055
A0A0G2QX14	Q9NZQ7	0.065
A0A0G2QX14	Q15615	0.019
A0A0G2QX14	Q9NS93	0.033
A0A0G2QX14	P29972	0.052
A0A0G2QX14	Q8NFA2	0.022
A0A0G2QX14	Q8N158	0.033
A0A0G2QX14	P48146	0.029
A0A0G2QX14	O95136	0.030
A0A0G2QX14	A0A0B4J264	0.041
A0A0G2QX14	P63096	0.087
A0A0G2QX14	Q9Y6I3	0.051
A0A0G2QX14	P01721	0.035
A0A0G2QX14	Q8NGL4	0.017
A0A0G2QX14	A0A0K0K1A5	0.047
A0A0G2QX14	P40617	0.067
A0A0G2QX14	Q9H9K5	0.030
A0A0G2QX14	P46095	0.025
A0A0G2QX14	P14151	0.030
A0A0G2QX14	P25101	0.032
A0A0G2QX14	P42262	0.051
A0A0G2QX14	Q05586	0.074
A0A0G2QX14	A0A539	0.054
A0A0G2QX14	Q86SP6	0.039
A0A0G2QX14	P61006	0.077
A0A0G2QX14	Q86SM5	0.033
A0A0G2QX14	Q9H3T2	0.053
A0A0G2QX14	Q6ZSM3	0.041
A0A0G2QX14	P29317	0.051
A0A0G2QX14	Q695T7	0.035
A0A0G2QX14	P43004	0.051
A0A0G2QX14	P15151	0.026
A0A0G2QX14	Q8N912	0.040
A0A0G2QX14	P17081	0.063
A0A0G2QX14	Q969K3	0.031
A0A0G2QX14	P20036	0.033
A0A0G2QX14	P21731	0.024
A0A0G2QX14	P01767	0.043
A0A0G2QX14	Q9HC56	0.043
A0A0G2QX14	P22897	0.067
A0A0G2QX14	P01701	0.037
A0A0G2QX14	Q8N387	0.051
A0A0G2QX14	Q9UQD0	0.065
A0A0G2QX14	Q86YS7	0.069
A0A0G2QX14	O95858	0.052
A0A0G2QX14	P10747	0.033
A0A0G2QX14	O95832	0.035
A0A0G2QX14	A0A0B4J1V1	0.059
A0A0G2QX14	P01909	0.054
A0A0G2QX14	Q9Y5I2	0.045
A0A0G2QX14	Q5T1S8	0.043
A0A0G2QX14	P27487	0.069
A0A0G2QX14	P35499	0.060
A0A0G2QX14	O60469	0.053
A0A0G2QX14	Q96P68	0.027
A0A0G2QX14	Q86VW1	0.031
A0A0G2QX14	P07996	0.090
A0A0G2QX14	A0A075B6I4	0.037
A0A0G2QX14	P16581	0.028
A0A0G2QX14	Q8NGZ6	0.021
A0A0G2QX14	P56373	0.051
A0A0G2QX14	Q8WXD0	0.033
A0A0G2QX14	Q6ZSA7	0.034
A0A0G2QX14	P20916	0.050
A0A0G2QX14	P51172	0.019
A0A0G2QX14	Q9H0M0	0.149
A0A0G2QX14	P41231	0.029
A0A0G2QX14	Q99250	0.070
A0A0G2QX14	Q9GZQ6	0.020
A0A0G2QX14	P0CF51	0.049
A0A0G2QX14	Q6UXD5	0.053
A0A0G2QX14	Q9H400	0.035
A0A0G2QX14	A0A0C4DH31	0.047
A0A0G2QX14	Q8IUH5	0.057
A0A0G2QX14	P25929	0.035
A0A0G2QX14	Q969Z4	0.033
A0A0G2QX14	Q96AP7	0.025
A0A0G2QX14	P33681	0.038
A0A0G2QX14	P18627	0.024
A0A0G2QX14	A0A0B4J268	0.062
A0A0G2QX14	P04233	0.041
A0A0G2QX14	Q9HBX8	0.031
A0A0G2QX14	Q96FE5	0.050
A0A0G2QX14	Q9UM73	0.062
A0A0G2QX14	P09958	0.048
A0A0G2QX14	P42892	0.078
A0A0G2QX14	Q96QU1	0.046
A0A0G2QX14	P00505	0.085
A0A0G2QX14	Q08209	0.074
A0A0G2QX14	Q96GZ6	0.028
A0A0G2QX14	P42702	0.051
A0A0G2QX14	Q15223	0.063
A0A0G2QX14	Q12959	0.171
A0A0G2QX14	O94973	0.093
A0A0G2QX14	Q9NZ20	0.035
A0A0G2QX14	O00186	0.082
A0A0G2QX14	Q8TE23	0.027
A0A0G2QX14	O14843	0.031
A0A0G2QX14	Q15722	0.031
A0A0G2QX14	Q8NH41	0.021
A0A0G2QX14	P29371	0.028
A0A0G2QX14	Q14126	0.056
A0A0G2QX14	O00499	0.065
A0A0G2QX14	P34981	0.035
A0A0G2QX14	Q8NH73	0.019
A0A0G2QX14	Q9HBG7	0.052
A0A0G2QX14	Q969L2	0.033
A0A0G2QX14	P01814	0.039
A0A0G2QX14	P11229	0.050
A0A0G2QX14	Q8NGL1	0.019
A0A0G2QX14	Q9NR71	0.053
A0A0G2QX14	P18564	0.061
A0A0G2QX14	P29322	0.047
A0A0G2QX14	P51674	0.058
A0A0G2QX14	A0A0C4DH34	0.043
A0A0G2QX14	P01737	0.035
A0A0G2QX14	P43403	0.057
A0A0G2QX14	A0A075B6V5	0.055
A0A0G2QX14	Q29980	0.027
A0A0G2QX14	Q9UI33	0.073
A0A0G2QX14	Q9UBH6	0.043
A0A0G2QX14	Q9Y6W8	0.044
A0A0G2QX14	P13861	0.081
A0A0G2QX14	P80723	0.075
A0A0G2QX14	P19022	0.049
A0A0G2QX14	P01111	0.083
A0A0G2QX14	O75899	0.028
A0A0G2QX14	P26992	0.037
A0A0G2QX14	P34969	0.036
A0A0G2QX14	Q96J02	0.161
A0A0G2QX14	P41181	0.044
A0A0G2QX14	Q9UGF6	0.026
A0A0G2QX14	Q9ULC0	0.061
A0A0G2QX14	P43489	0.015
A0A0G2QX14	Q9HCN6	0.025
A0A0G2QX14	Q14CN2	0.053
A0A0G2QX14	P29320	0.062
A0A0G2QX14	Q86UT5	0.031
A0A0G2QX14	P51153	0.073
A0A0G2QX14	P41586	0.037
A0A0G2QX14	Q92743	0.065
A0A0G2QX14	P21453	0.033
A0A0G2QX14	P25025	0.033
A0A0G2QX14	P56559	0.062
A0A0G2QX14	O43315	0.063
A0A0G2QX14	P16422	0.076
A0A0G2QX14	Q8N6Q3	0.025
A0A0G2QX14	Q8IYS5	0.024
A0A0G2QX14	Q7Z2H8	0.039
A0A0G2QX14	Q9NY26	0.035
A0A0G2QX14	Q8NC96	0.060
A0A0G2QX14	Q9Y5U5	0.030
A0A0G2QX14	Q8NBP7	0.029
A0A0G2QX14	Q9BYF1	0.061
A0A0G2QX14	Q9NQS5	0.039
A0A0G2QX14	P40259	0.070
A0A0G2QX14	P31641	0.030
A0A0G2QX14	Q8NGG0	0.021
A0A0G2QX14	P23634	0.123
A0A0G2QX14	O43557	0.039
A0A0G2QX14	Q9BY15	0.041
A0A0G2QX14	Q86VE9	0.027
A0A0G2QX14	Q13153	0.082
A0A0G2QX14	Q6W5P4	0.034
A0A0G2QX14	Q5IJ48	0.038
A0A0G2QX14	P03979	0.044
A0A0G2QX14	Q9ULV1	0.056
A0A0G2QX14	P40189	0.095
A0A0G2QX14	A0A0B4J1X5	0.047
A0A0G2QX14	Q9Y6Y9	0.052
A0A0G2QX14	Q14982	0.034
A0A0G2QX14	Q01959	0.048
A0A0G2QX14	O43603	0.022
A0A0G2QX14	Q03135	0.062
A0A0G2QX14	P32245	0.023
A0A0G2QX14	Q9Y5L3	0.023
A0A0G2QX14	P46092	0.027
A0A0G2QX14	O43653	0.039
A0A0G2QX14	Q14247	0.105
A0A0G2QX14	Q13733	0.071
A0A0G2QX14	P46094	0.023
A0A0G2QX14	A0A0J9YXX1	0.057
A0A0G2QX14	P08637	0.033
A0A0G2QX14	P62070	0.072
A0A0G2QX14	Q8IZF2	0.021
A0A0G2QX14	P38567	0.059
A0A0G2QX14	Q9P2J2	0.041
A0A0G2QX14	P35408	0.030
A0A0G2QX14	P55286	0.043
A0A0G2QX14	P08575	0.106
A0A0G2QX14	P08138	0.029
A0A0G2QX14	Q6PCB8	0.047
A0A0G2QX14	O43511	0.039
A0A0G2QX14	P34998	0.027
A0A0G2QX14	Q13177	0.072
A0A0G2QX14	P43115	0.024
A0A0G2QX14	P30825	0.067
A0A0G2QX14	O60235	0.042
A0A0G2QX14	P21917	0.023
A0A0G2QX14	Q06418	0.063
A0A0G2QX14	Q13530	0.025
A0A0G2QX14	Q16653	0.040
A0A0G2QX14	A0A075B6J9	0.039
A0A0G2QX14	Q02246	0.050
A0A0G2QX14	P16452	0.029
A0A0G2QX14	Q9BXM0	0.049
A0A0G2QX14	P78310	0.082
A0A0G2QX14	O60896	0.039
A0A0G2QX14	P68104	0.119
A0A0G2QX14	Q4U2R8	0.045
A0A0G2QX14	P23229	0.045
A0A0G2QX14	Q9UBS5	0.069
A0A0G2QX14	Q9BZ76	0.035
A0A0G2QX14	P37173	0.045
A0A0G2QX14	Q6UXZ3	0.047
A0A0G2QX14	Q8NFK1	0.033
A0A0G2QX14	Q8NCT1	0.042
A0A0G2QX14	Q5VWK5	0.047
A0A0G2QX14	Q01628	0.042
A0A0G2QX14	Q6ZTQ4	0.059
A0A0G2QX14	P32247	0.031
A0A0G2QX14	Q96DA2	0.071
A0A0G2QX14	P51148	0.071
A0A0G2QX14	Q86UN3	0.029
A0A0G2QX14	P49146	0.050
A0A0G2QX14	Q9BZM5	0.039
A0A0G2QX14	P28336	0.029
A0A0G2QX14	Q4KMG0	0.035
A0A0G2QX14	Q92673	0.061
A0A0G2QX14	Q96L33	0.053
A0A0G2QX14	A0A075B6R9	0.037
A0A0G2QX14	Q9Y5Y9	0.063
A0A0G2QX14	Q7Z553	0.049
A0A0G2QX14	P31994	0.037
A0A0G2QX14	Q9BY67	0.061
A0A0G2QX14	P0DP03	0.046
A0A0G2QX14	Q8NGL2	0.026
A0A0G2QX14	Q969V1	0.032
A0A0G2QX14	P09693	0.064
A0A0G2QX14	Q08722	0.076
A0A0G2QX14	P06239	0.069
A0A0G2QX14	Q4V9L6	0.043
A0A0G2QX14	P51582	0.028
A0A0G2QX14	P01848	0.053
A0A0G2QX14	P14672	0.049
A0A0G2QX14	A8MXK1	0.055
A0A0G2QX14	Q99519	0.058
A0A0G2QX14	P0DQD5	0.020
A0A0G2QX14	P32241	0.025
A0A0G2QX14	Q8IZY2	0.060
A0A0G2QX14	P57739	0.036
A0A0G2QX14	O60931	0.047
A0A0G2QX14	P0DP01	0.047
A0A0G2QX14	P01889	0.047
A0A0G2QX14	Q16602	0.033
A0A0G2QX14	Q13237	0.068
A0A0G2QX14	Q9NY84	0.034
A0A0G2QX14	P61073	0.036
A0A0G2QX14	Q96JP9	0.042
A0A0G2QX14	P31997	0.041
A0A0G2QX14	Q16581	0.027
A0A0G2QX14	P01834	0.053
A0A0G2QX14	Q8NGU1	0.024
A0A0G2QX14	Q14964	0.071
A0A0G2QX14	P46531	0.074
A0A0G2QX14	Q96RI0	0.023
A0A0G2QX14	Q9UM01	0.039
A0A0G2QX14	P20023	0.041
A0A0G2QX14	O43614	0.021
A0A0G2QX14	O76050	0.056
A0A0G2QX14	P22607	0.049
A0A0G2QX14	P06213	0.065
A0A0G2QX14	Q9GZY6	0.039
A0A0G2QX14	P32238	0.058
A0A0G2QX14	P14410	0.062
A0A0G2QX14	Q8IWT1	0.075
A0A0G2QX14	Q9UMX0	0.074
A0A0G2QX14	Q9Y5Z0	0.045
A0A0G2QX14	P48551	0.041
A0A0G2QX14	Q9BY79	0.021
A0A0G2QX14	P14415	0.061
A0A0G2QX14	A0A0C4DH67	0.040
A0A0G2QX14	Q5T2D2	0.025
A0A0G2QX14	P08069	0.058
A0A0G2QX14	Q9BX97	0.049
A0A0G2QX14	P03986	0.057
A0A0G2QX14	O43490	0.050
A0A0G2QX14	Q09428	0.044
A0A0G2QX14	Q9Y5G7	0.037
A0A0G2QX14	Q93038	0.017
A0A0G2QX14	A0A0J9YVY3	0.062
A0A0G2QX14	Q9UPR5	0.069
A0A0G2QX14	Q9BXB1	0.034
A0A0G2QX14	A0A0A6YYG3	0.064
A0A0G2QX14	O43318	0.072
A0A0G2QX14	P22303	0.048
A0A0G2QX14	P21554	0.029
A0A0G2QX14	Q13291	0.039
A0A0G2QX14	A0A087WSY4	0.041
A0A0G2QX14	Q8NH89	0.023
A0A0G2QX14	Q8NFT8	0.053
A0A0G2QX14	Q9NZV1	0.066
A0A0G2QX14	P35222	0.093
A0A0G2QX14	A0A0J9YXY3	0.054
A0A0G2QX14	Q9Y265	0.129
A0A0G2QX14	A0A0C4DH29	0.069
A0A0G2QX14	Q08174	0.079
A0A0G2QX14	P14555	0.048
A0A0G2QX14	Q8NFJ6	0.058
A0A0G2QX14	P22223	0.059
A0A0G2QX14	P31785	0.029
A0A0G2QX14	P16109	0.018
A0A0G2QX14	Q7RTP0	0.039
A0A0G2QX14	P78369	0.064
A0A0G2QX14	P13637	0.091
A0A0G2QX14	P08908	0.055
A0A0G2QX14	Q92847	0.039
A0A0G2QX14	Q01113	0.021
A0A0G2QX14	Q8WTV0	0.043
A0A0G2QX14	Q49SQ1	0.033
A0A0G2QX14	P57087	0.041
A0A0G2QX14	P29323	0.061
A0A0G2QX14	P28908	0.027
A0A0G2QX14	P26012	0.049
A0A0G2QX14	Q9UNW8	0.034
A0A0G2QX14	Q8NHG8	0.031
A0A0G2QX14	P43116	0.035
A0A0G2QX14	P54760	0.047
A0A0G2QX14	Q16720	0.107
A0A0G2QX14	P31644	0.046
A0A0G2QX14	P10721	0.074
A0A0G2QX14	O43895	0.049
A0A0G2QX14	Q14108	0.065
A0A0G2QX14	P54764	0.057
A0A0G2QX14	Q13319	0.054
A0A0G2QX14	A0A0A6YYG2	0.055
A0A0G2QX14	P41595	0.059
A0A0G2QX14	P05106	0.070
A0A0G2QX14	P25063	0.043
A0A0G2QX14	P08962	0.077
A0A0G2QX14	P13498	0.055
A0A0G2QX14	P0DP02	0.043
A0A0G2QX14	Q15758	0.069
A0A0G2QX14	Q07699	0.053
A0A0G2QX14	Q08554	0.047
A0A0G2QX14	P18825	0.037
A0A0G2QX14	P63027	0.076
A0A0G2QX14	Q7Z6M3	0.033
A0A0G2QX14	Q9Y2T6	0.032
A0A0G2QX14	A0JD32	0.049
A0A0G2QX14	O95057	0.086
A0A0G2QX14	Q04844	0.057
A0A0G2QX14	A0A0C4DH33	0.083
A0A0G2QX14	Q8N149	0.033
A0A0G2QX14	Q8TF71	0.033
A0A0G2QX14	P15509	0.033
A0A0G2QX14	P49286	0.034
A0A0G2QX14	P29275	0.031
A0A0G2QX14	P00747	0.051
A0A0G2QX14	Q16518	0.079
A0A0G2QX14	Q96Q06	0.065
A0A0G2QX14	Q9HBH0	0.059
A0A0G2QX14	Q9UIG8	0.045
A0A0G2QX14	Q8ND76	0.039
A0A0G2QX14	O43300	0.021
A0A0G2QX14	A0A0B4J277	0.036
A0A0G2QX14	O95754	0.029
A0A0G2QX14	Q9P1P5	0.031
A0A0G2QX14	P11166	0.077
A0A0G2QX14	Q8NAC3	0.023
A0A0G2QX14	P30203	0.033
A0A0G2QX14	A0A0B4J1V2	0.044
A0A0G2QX14	Q02763	0.058
A0A0G2QX14	Q8NGE5	0.019
A0A0G2QX14	P01112	0.079
A0A0G2QX14	Q16570	0.022
A0A0G2QX14	Q96LA5	0.031
A0A0G2QX14	Q6UXB3	0.041
A0A0G2QX14	Q6UXZ0	0.047
A0A0G2QX14	P01705	0.040
A0A0G2QX14	P05026	0.091
A0A0G2QX14	P43003	0.071
A0A0G2QX14	P10301	0.053
A0A0G2QX14	P58335	0.050
A0A0G2QX14	P51679	0.027
A0A0G2QX14	P55285	0.058
A0A0G2QX14	O95264	0.029
A0A0G2QX14	H7C241	0.053
A0A0G2QX14	P30301	0.047
A0A0G2QX14	P25445	0.061
A0A0G2QX14	Q86Y22	0.064
A0A0G2QX14	P08648	0.053
A0A0G2QX14	P51684	0.035
A0A0G2QX14	Q9Y624	0.047
A0A0G2QX14	Q92737	0.037
A0A0G2QX14	P49903	0.071
A0A0G2QX14	Q9HD43	0.051
A0A0G2QX14	Q969N4	0.025
A0A0G2QX14	O00254	0.037
A0A0G2QX14	P06331	0.047
A0A0G2QX14	Q92692	0.035
A0A0G2QX14	Q86YC3	0.029
A0A0G2QX14	P22694	0.075
A0A0G2QX14	Q8N8Q9	0.053
A0A0G2QX14	P08183	0.060
A0A0G2QX14	Q9NP90	0.069
A0A0G2QX14	Q13607	0.020
A0A0G2QX14	Q9Y2C5	0.033
A0A0G2QX14	P20339	0.083
A0A0G2QX14	P41240	0.040
A0A0G2QX14	Q8NGB2	0.021
A0A0G2QX14	Q9NP99	0.067
A0A0G2QX14	Q9BYE9	0.041
A0A0G2QX14	A0A1B0GX95	0.054
A0A0G2QX14	O43323	0.043
A0A0G2QX14	A0A0B4J238	0.061
A0A0G2QX14	P42261	0.048
A0A0G2QX14	O00548	0.039
A0A0G2QX14	Q15116	0.027
A0A0G2QX14	Q9UBY5	0.037
A0A0G2QX14	Q86UD5	0.057
A0A0G2QX14	P25116	0.054
A0A0G2QX14	P07947	0.061
A0A0G2QX14	A0A0B4J1V6	0.060
A0A0G2QX14	Q99653	0.071
A0A0G2QX14	P19438	0.028
A0A0G2QX14	A0A0A0MS00	0.058
A0A0G2QX14	A6BM72	0.035
A0A0G2QX14	Q5VV43	0.045
A0A0G2QX14	Q9HBX9	0.033
A0A0G2QX14	A0A0A6YYC5	0.044
A0A0G2QX14	P09769	0.056
A0A0G2QX14	P30550	0.039
A0A0G2QX14	A0A075B6I9	0.032
A0A0G2QX14	P23515	0.034
A0A0G2QX14	Q9UQF0	0.032
A0A0G2QX14	Q7Z410	0.037
A0A0G2QX14	O95661	0.056
A0A0G2QX14	Q9P0L0	0.085
A0A0G2QX14	P11362	0.056
A0A0G2QX14	A0A5A2	0.045
A0A0G2QX14	P21926	0.056
A0A0G2QX14	Q9HBW1	0.040
A0A0G2QX14	P07550	0.023
A0A0G2QX14	Q9NY46	0.067
A0A0G2QX14	P10644	0.059
A0A0G2QX14	Q14246	0.037
A0A0G2QX14	P63098	0.067
A0A0G2QX14	P35070	0.053
A0A0G2QX14	P17301	0.079
A0A0G2QX14	P47901	0.022
A0A0G2QX14	Q8N5I2	0.026
A0A0G2QX14	P23975	0.059
A0A0G2QX14	O75443	0.037
A0A0G2QX14	Q9NYM4	0.027
A0A0G2QX14	P32004	0.062
A0A0G2QX14	Q99677	0.028
A0A0G2QX14	A0A0J9YX35	0.039
A0A0G2QX14	P98172	0.054
A0A0G2QX14	O15245	0.025
A0A0G2QX14	Q9BQ51	0.035
A0A0G2QX14	P05362	0.044
A0A0G2QX14	P62745	0.069
A0A0G2QX14	P01876	0.028
A0A0G2QX14	P01375	0.037
A0A0G2QX14	P04629	0.035
A0A0G2QX14	Q8IVW8	0.043
A0A0G2QX14	P12314	0.023
A0A0G2QX14	P20648	0.065
A0A0G2QX14	P50993	0.095
A0A0G2QX14	Q9NP58	0.037
A0A0G2QX14	O15303	0.050
A0A0G2QX14	O43865	0.104
A0A0G2QX14	Q8N9M5	0.033
A0A0G2QX14	Q9UBL6	0.067
A0A0G2QX14	Q14439	0.054
A0A0G2QX14	P21796	0.101
A0A0G2QX14	P25024	0.030
A0A0G2QX14	P01715	0.042
A0A0G2QX14	P01906	0.050
A0A0G2QX14	P47900	0.033
A0A0G2QX14	Q9Y230	0.127
A0A0G2QX14	Q9H8T0	0.067
A0A0G2QX14	Q8N695	0.042
A0A0G2QX14	P15813	0.027
A0A0G2QX14	Q14392	0.034
A0A0G2QX14	Q9Y5I7	0.053
A0A0G2QX14	Q9BX67	0.053
A0A0G2QX14	O95471	0.057
A0A0G2QX14	O60503	0.083
A0A0G2QX14	P01130	0.051
A0A0G2QX14	P31321	0.073
A0A0G2QX14	A0A0B4J276	0.040
A0A0G2QX14	Q5T6X5	0.051
A0A0G2QX14	Q14916	0.023
A0A0G2QX14	P55085	0.032
A0A0G2QX14	P14416	0.054
A0A0G2QX14	P28335	0.043
A0A0G2QX14	P01703	0.037
A0A0G2QX14	O14798	0.058
A0A0G2QX14	P32926	0.055
A0A0G2QX14	Q16553	0.033
A0A0G2QX14	O95971	0.037
A0A0G2QX14	P29965	0.040
A0A0G2QX14	Q9UHI7	0.041
A0A0G2QX14	Q03405	0.024
A0A0G2QX14	B2RN74	0.017
A0A0G2QX14	P47211	0.031
A0A0G2QX14	O75976	0.086
A0A0G2QX14	Q14831	0.051
A0A0G2QX14	A0A075B6J6	0.039
A0A0G2QX14	Q86XT9	0.021
A0A0G2QX14	P29274	0.027
A0A0G2QX14	P21462	0.043
A0A0G2QX14	Q13304	0.024
A0A0G2QX14	Q9Y6L6	0.021
A0A0G2QX14	Q9BXA5	0.029
A0A0G2QX14	Q6IFH4	0.021
A0A0G2QX14	P08922	0.038
A0A0G2QX14	O43921	0.034
A0A0G2QX14	P32246	0.031
A0A0G2QX14	Q8NHV5	0.059
A0A0G2QX14	P01611	0.040
A0A0G2QX14	Q99466	0.061
A0A0G2QX14	Q96FX8	0.056
A0A0G2QX14	A0A0C4DH26	0.036
A0A0G2QX14	P13591	0.057
A0A0G2QX14	P08134	0.077
A0A0G2QX14	A6NFX1	0.029
A0A0G2QX14	P01730	0.042
A0A0G2QX14	Q96RF0	0.055
A0A0G2QX14	P05107	0.045
A0A0G2QX14	Q8NI35	0.085
A0A0G2QX14	P41217	0.041
A0A0G2QX14	P43005	0.052
A0A0G2QX14	P52798	0.022
A0A0G2QX14	O00468	0.081
A0A0G2QX14	Q9NPF0	0.023
A0A0G2QX14	P04839	0.035
A0A0G2QX14	A0A0B4J2H0	0.075
A0A0G2QX14	Q32ZL2	0.052
A0A0G2QX14	Q96EY1	0.077
A0A0G2QX14	Q8TDQ0	0.047
A0A0G2QX14	Q9H3Z4	0.069
A0A0G2QX14	Q9Y5H8	0.045
A0A0G2QX14	A0A0B4J1U3	0.031
A0A0G2QX14	P36888	0.063
A0A0G2QX14	P11717	0.129
A0A0G2QX14	P01764	0.042
A0A0G2QX14	P16070	0.105
A0A0G2QX14	Q9Y5F2	0.036
A0A0G2QX14	Q6PEY1	0.036
A0A0G2QX14	Q15084	0.092
A0A0G2QX14	P19256	0.041
A0A0G2QX14	P12319	0.035
A0A0G2QX14	Q9Y5Y4	0.038
A0A0G2QX14	Q9H313	0.041
A0A0G2QX14	Q01518	0.057
A0A0G2QX14	P06729	0.048
A0A0G2QX14	P40337	0.046
A0A0G2QX14	Q96J84	0.065
A0A0G2QX14	A0A0B4J275	0.054
A0A0G2QX14	P40879	0.055
A0A0G2QX14	A0A578	0.040
A0A0G2QX14	P34995	0.031
A0A0G2QX14	Q9Y5Y7	0.064
A0A0G2QX14	P01817	0.054
A0A0G2QX14	O00501	0.049
A0A0G2QX14	Q6UXM1	0.032
A0A0G2QX14	Q8NH07	0.019
A0A0G2QX14	Q07075	0.068
A0A0G2QX14	P16671	0.055
A0A0G2QX14	Q9HCJ2	0.042
A0A0G2QX14	O60641	0.080
A0A0G2QX14	Q92930	0.076
AAO61196	Q9NPD5	0.027
AAO61196	Q96EP9	0.072
AAO61196	Q9NRA2	0.039
AAO61196	P33032	0.028
AAO61196	P20309	0.065
AAO61196	A0A577	0.051
AAO61196	Q9UHC9	0.047
AAO61196	Q15286	0.115
AAO61196	Q96KG7	0.036
AAO61196	P04430	0.055
AAO61196	Q7Z5N4	0.079
AAO61196	P04234	0.055
AAO61196	P35372	0.038
AAO61196	Q96GR2	0.073
AAO61196	P21583	0.052
AAO61196	P51164	0.071
AAO61196	P41145	0.031
AAO61196	P49685	0.031
AAO61196	Q496F6	0.040
AAO61196	A0A597	0.047
AAO61196	O14626	0.041
AAO61196	P05129	0.057
AAO61196	Q01844	0.129
AAO61196	A0A0B4J241	0.075
AAO61196	P41587	0.027
AAO61196	P31995	0.061
AAO61196	Q9ULB1	0.050
AAO61196	P16144	0.173
AAO61196	A0A0C4DH25	0.046
AAO61196	P52799	0.062
AAO61196	O00526	0.059
AAO61196	Q14524	0.072
AAO61196	Q13255	0.053
AAO61196	Q96D42	0.039
AAO61196	P06312	0.043
AAO61196	Q13324	0.034
AAO61196	Q8NG94	0.023
AAO61196	Q8NH90	0.026
AAO61196	Q16512	0.080
AAO61196	P50151	0.083
AAO61196	P09619	0.111
AAO61196	O75056	0.077
AAO61196	Q9Y2C9	0.029
AAO61196	Q15700	0.125
AAO61196	Q7RTX0	0.030
AAO61196	Q9Y6J6	0.074
AAO61196	Q9NS75	0.042
AAO61196	P18084	0.051
AAO61196	Q16651	0.037
AAO61196	Q9UM47	0.111
AAO61196	P20020	0.110
AAO61196	A0A075B6S5	0.057
AAO61196	A0A0C4DH28	0.071
AAO61196	P56856	0.059
AAO61196	Q08357	0.083
AAO61196	P51677	0.037
AAO61196	P15529	0.065
AAO61196	Q9Y5X1	0.091
AAO61196	Q92629	0.070
AAO61196	Q6UXG2	0.049
AAO61196	Q9Y597	0.059
AAO61196	P08582	0.048
AAO61196	P01619	0.047
AAO61196	Q8NGM8	0.023
AAO61196	Q8NH83	0.033
AAO61196	P30531	0.043
AAO61196	Q04656	0.070
AAO61196	Q96CW1	0.125
AAO61196	Q9P2Y5	0.081
AAO61196	P20333	0.038
AAO61196	O14842	0.026
AAO61196	O95918	0.027
AAO61196	Q5BIV9	0.063
AAO61196	Q9BY14	0.037
AAO61196	A0A0K0K1B3	0.046
AAO61196	P01825	0.063
AAO61196	Q14242	0.065
AAO61196	P05186	0.077
AAO61196	Q92536	0.053
AAO61196	Q9GZN0	0.037
AAO61196	P47872	0.030
AAO61196	Q9NY25	0.061
AAO61196	P35613	0.069
AAO61196	P19397	0.039
AAO61196	O00241	0.057
AAO61196	Q5T601	0.033
AAO61196	P55087	0.076
AAO61196	Q8N144	0.041
AAO61196	A0A0C4DH69	0.054
AAO61196	Q6UQ28	0.041
AAO61196	Q92823	0.075
AAO61196	O43164	0.070
AAO61196	Q9UGH3	0.048
AAO61196	Q9NPB3	0.072
AAO61196	A0A5B7	0.057
AAO61196	P30988	0.045
AAO61196	Q9ULC5	0.077
AAO61196	Q969F8	0.029
AAO61196	Q04609	0.077
AAO61196	P48509	0.046
AAO61196	Q86VL8	0.039
AAO61196	P09326	0.041
AAO61196	O00398	0.029
AAO61196	Q3MIR4	0.073
AAO61196	A0A087WSY6	0.047
AAO61196	P46108	0.065
AAO61196	Q9NPC1	0.041
AAO61196	P22413	0.034
AAO61196	A0A075B6R0	0.067
AAO61196	P32418	0.071
AAO61196	P22455	0.067
