human_unid	virus_unid	pred_score
A0A0B4J273	L0N5F9	0.094
Q8TDU6	L0N5F9	0.089
P30273	L0N5F9	0.105
P14735	L0N5F9	0.083
P01699	L0N5F9	0.127
P49682	L0N5F9	0.116
O00159	L0N5F9	0.083
Q12913	L0N5F9	0.081
P29016	L0N5F9	0.152
A0M8Q6	L0N5F9	0.097
P17931	L0N5F9	0.091
Q68D85	L0N5F9	0.087
O43157	L0N5F9	0.083
P13762	L0N5F9	0.119
A0A0B4J240	L0N5F9	0.114
Q8NA29	L0N5F9	0.080
Q9Y5Q5	L0N5F9	0.088
P56746	L0N5F9	0.098
A0A0B4J249	L0N5F9	0.103
P06733	L0N5F9	0.103
P01911	L0N5F9	0.119
P51160	L0N5F9	0.091
P01772	L0N5F9	0.127
P01743	L0N5F9	0.092
Q8NGL9	L0N5F9	0.103
P46663	L0N5F9	0.105
Q7Z3B1	L0N5F9	0.089
O60488	L0N5F9	0.083
P08865	L0N5F9	0.097
P43657	L0N5F9	0.087
Q86UE6	L0N5F9	0.087
P05023	L0N5F9	0.089
A0A075B6S9	L0N5F9	0.094
Q9BTN0	L0N5F9	0.089
P01880	L0N5F9	0.081
Q6UXB4	L0N5F9	0.109
Q8TBE7	L0N5F9	0.089
P25100	L0N5F9	0.077
Q16445	L0N5F9	0.083
Q9H4E5	L0N5F9	0.090
P13473	L0N5F9	0.075
Q08881	L0N5F9	0.087
Q8WWA0	L0N5F9	0.087
Q9Y271	L0N5F9	0.104
Q92637	L0N5F9	0.133
Q86Y78	L0N5F9	0.162
Q96MU8	L0N5F9	0.079
Q9GZZ7	L0N5F9	0.123
Q9ULV4	L0N5F9	0.085
P49190	L0N5F9	0.068
A0A087WT01	L0N5F9	0.097
Q5T442	L0N5F9	0.079
P35368	L0N5F9	0.084
Q9HBW9	L0N5F9	0.084
P15391	L0N5F9	0.108
P17948	L0N5F9	0.083
Q9Y275	L0N5F9	0.107
O95484	L0N5F9	0.091
P61020	L0N5F9	0.090
P0DSN7	L0N5F9	0.098
Q9H228	L0N5F9	0.099
O15551	L0N5F9	0.101
P07911	L0N5F9	0.091
P59922	L0N5F9	0.088
A0A0C4DH68	L0N5F9	0.113
Q53GD3	L0N5F9	0.075
Q7RTY0	L0N5F9	0.087
P01860	L0N5F9	0.076
P14784	L0N5F9	0.077
Q08828	L0N5F9	0.067
P01602	L0N5F9	0.115
O00299	L0N5F9	0.099
Q9BRT3	L0N5F9	0.107
P51157	L0N5F9	0.072
P28223	L0N5F9	0.099
Q8WY07	L0N5F9	0.091
Q9H2Y9	L0N5F9	0.077
P23083	L0N5F9	0.084
O60500	L0N5F9	0.087
P62834	L0N5F9	0.103
Q12974	L0N5F9	0.098
Q99467	L0N5F9	0.067
P00918	L0N5F9	0.105
O95274	L0N5F9	0.089
P0CF74	L0N5F9	0.150
A0A0B4J279	L0N5F9	0.103
P54753	L0N5F9	0.096
P01718	L0N5F9	0.099
P16410	L0N5F9	0.121
Q8NGY0	L0N5F9	0.089
P0CG37	L0N5F9	0.115
Q9UJU6	L0N5F9	0.090
P0DP06	L0N5F9	0.187
P19440	L0N5F9	0.081
P43119	L0N5F9	0.097
Q9UN72	L0N5F9	0.083
Q86SQ4	L0N5F9	0.088
P31391	L0N5F9	0.133
P01763	L0N5F9	0.159
P30874	L0N5F9	0.105
Q9NQS3	L0N5F9	0.069
Q8TCY5	L0N5F9	0.122
Q8TDU9	L0N5F9	0.106
Q7Z6A9	L0N5F9	0.095
Q8N6F1	L0N5F9	0.085
O75015	L0N5F9	0.111
A0A075B6N1	L0N5F9	0.110
P30556	L0N5F9	0.075
Q0VAQ4	L0N5F9	0.104
Q13449	L0N5F9	0.075
O75144	L0N5F9	0.105
Q8NGN8	L0N5F9	0.085
Q9BXU9	L0N5F9	0.109
P05556	L0N5F9	0.084
Q9NSD7	L0N5F9	0.083
Q12864	L0N5F9	0.089
P49019	L0N5F9	0.088
P52797	L0N5F9	0.107
Q8TAF8	L0N5F9	0.111
P07237	L0N5F9	0.086
P25089	L0N5F9	0.085
P07766	L0N5F9	0.093
Q9NP59	L0N5F9	0.079
P0DPF7	L0N5F9	0.094
Q08462	L0N5F9	0.061
Q02487	L0N5F9	0.082
Q12884	L0N5F9	0.079
Q14677	L0N5F9	0.095
Q9UIQ6	L0N5F9	0.092
A0A0C4DH39	L0N5F9	0.088
Q9H3T3	L0N5F9	0.085
Q14956	L0N5F9	0.080
P0DP04	L0N5F9	0.112
Q13258	L0N5F9	0.104
A0A599	L0N5F9	0.093
Q9Y5H9	L0N5F9	0.081
P60033	L0N5F9	0.093
P52569	L0N5F9	0.108
Q13685	L0N5F9	0.085
P25105	L0N5F9	0.075
O43820	L0N5F9	0.067
P19320	L0N5F9	0.083
Q8NHP6	L0N5F9	0.078
O75882	L0N5F9	0.085
Q494U1	L0N5F9	0.094
P22888	L0N5F9	0.087
Q04721	L0N5F9	0.079
Q96RI8	L0N5F9	0.099
P30559	L0N5F9	0.109
Q96GD0	L0N5F9	0.095
Q9NSI5	L0N5F9	0.089
P12821	L0N5F9	0.071
P04440	L0N5F9	0.153
Q9UKP4	L0N5F9	0.057
P01857	L0N5F9	0.088
P06756	L0N5F9	0.092
O14894	L0N5F9	0.108
Q8TD84	L0N5F9	0.082
Q9HB89	L0N5F9	0.081
Q8NGD3	L0N5F9	0.081
A1KXE4	L0N5F9	0.092
Q8IZP9	L0N5F9	0.083
Q8NGX3	L0N5F9	0.087
P55283	L0N5F9	0.084
P04626	L0N5F9	0.072
Q15391	L0N5F9	0.081
A0A0B4J1V7	L0N5F9	0.095
A0A0C4DH73	L0N5F9	0.152
P48546	L0N5F9	0.108
O94779	L0N5F9	0.087
O95907	L0N5F9	0.101
Q9P258	L0N5F9	0.084
P21730	L0N5F9	0.135
Q96G91	L0N5F9	0.101
P01877	L0N5F9	0.093
Q9Y694	L0N5F9	0.103
P25705	L0N5F9	0.075
P82279	L0N5F9	0.090
Q86UN2	L0N5F9	0.077
P01700	L0N5F9	0.104
Q5HYA8	L0N5F9	0.094
Q99732	L0N5F9	0.088
Q86Y34	L0N5F9	0.109
A0A584	L0N5F9	0.090
Q96A25	L0N5F9	0.078
P12830	L0N5F9	0.083
P11169	L0N5F9	0.087
P42857	L0N5F9	0.097
A6NL08	L0N5F9	0.093
P62166	L0N5F9	0.085
Q2I0M4	L0N5F9	0.090
P01732	L0N5F9	0.128
P25090	L0N5F9	0.091
Q86YD3	L0N5F9	0.109
P11215	L0N5F9	0.090
Q14623	L0N5F9	0.101
P56747	L0N5F9	0.101
Q8N7C0	L0N5F9	0.101
P10636	L0N5F9	0.086
P01138	L0N5F9	0.087
A0A0B4J1V0	L0N5F9	0.106
P78333	L0N5F9	0.082
Q96BD0	L0N5F9	0.081
O95498	L0N5F9	0.098
Q9Y490	L0N5F9	0.082
A0A589	L0N5F9	0.109
P08172	L0N5F9	0.087
Q13639	L0N5F9	0.094
P16284	L0N5F9	0.090
Q15077	L0N5F9	0.088
Q8IYL9	L0N5F9	0.083
A0A0B4J280	L0N5F9	0.094
P08912	L0N5F9	0.081
A0A0A0MS15	L0N5F9	0.093
O14786	L0N5F9	0.091
P08754	L0N5F9	0.086
Q6UW56	L0N5F9	0.086
P17302	L0N5F9	0.103
P35462	L0N5F9	0.077
B7Z8K6	L0N5F9	0.090
Q8TDB8	L0N5F9	0.100
P25942	L0N5F9	0.080
Q6QNK2	L0N5F9	0.073
Q14416	L0N5F9	0.075
P17927	L0N5F9	0.114
Q96DZ5	L0N5F9	0.070
Q8NET5	L0N5F9	0.075
P24158	L0N5F9	0.089
P28222	L0N5F9	0.103
Q9NY64	L0N5F9	0.073
Q8N127	L0N5F9	0.102
Q9P121	L0N5F9	0.084
O95711	L0N5F9	0.090
Q13492	L0N5F9	0.077
P0C7T2	L0N5F9	0.094
Q16620	L0N5F9	0.071
Q86UG4	L0N5F9	0.080
Q8WTT0	L0N5F9	0.112
P25106	L0N5F9	0.085
P11279	L0N5F9	0.091
Q9NZQ7	L0N5F9	0.096
Q15615	L0N5F9	0.092
Q9NS93	L0N5F9	0.091
P29972	L0N5F9	0.088
Q8NFA2	L0N5F9	0.095
Q8N158	L0N5F9	0.073
P48146	L0N5F9	0.093
O95136	L0N5F9	0.125
A0A0B4J264	L0N5F9	0.097
P63096	L0N5F9	0.090
Q9Y6I3	L0N5F9	0.077
P01721	L0N5F9	0.107
Q8NGL4	L0N5F9	0.073
A0A0K0K1A5	L0N5F9	0.107
P40617	L0N5F9	0.091
Q9H9K5	L0N5F9	0.101
P46095	L0N5F9	0.085
P14151	L0N5F9	0.121
P25101	L0N5F9	0.097
P42262	L0N5F9	0.101
Q05586	L0N5F9	0.067
A0A539	L0N5F9	0.109
Q86SP6	L0N5F9	0.078
P61006	L0N5F9	0.097
Q86SM5	L0N5F9	0.095
Q9H3T2	L0N5F9	0.097
Q6ZSM3	L0N5F9	0.078
P29317	L0N5F9	0.109
Q695T7	L0N5F9	0.077
P43004	L0N5F9	0.085
P15151	L0N5F9	0.099
Q8N912	L0N5F9	0.119
P17081	L0N5F9	0.085
Q969K3	L0N5F9	0.099
P20036	L0N5F9	0.102
P21731	L0N5F9	0.093
P01767	L0N5F9	0.101
Q9HC56	L0N5F9	0.082
P22897	L0N5F9	0.081
P01701	L0N5F9	0.111
Q8N387	L0N5F9	0.083
Q9UQD0	L0N5F9	0.083
Q86YS7	L0N5F9	0.091
O95858	L0N5F9	0.133
P10747	L0N5F9	0.184
O95832	L0N5F9	0.119
A0A0B4J1V1	L0N5F9	0.111
P01909	L0N5F9	0.144
Q9Y5I2	L0N5F9	0.085
Q5T1S8	L0N5F9	0.094
P27487	L0N5F9	0.065
P35499	L0N5F9	0.079
O60469	L0N5F9	0.088
Q96P68	L0N5F9	0.139
Q86VW1	L0N5F9	0.103
P07996	L0N5F9	0.087
A0A075B6I4	L0N5F9	0.099
P16581	L0N5F9	0.121
Q8NGZ6	L0N5F9	0.077
P56373	L0N5F9	0.090
Q8WXD0	L0N5F9	0.091
Q6ZSA7	L0N5F9	0.111
P20916	L0N5F9	0.108
P51172	L0N5F9	0.052
Q9H0M0	L0N5F9	0.099
P41231	L0N5F9	0.110
Q99250	L0N5F9	0.068
Q9GZQ6	L0N5F9	0.085
P0CF51	L0N5F9	0.089
Q6UXD5	L0N5F9	0.095
Q9H400	L0N5F9	0.100
A0A0C4DH31	L0N5F9	0.082
Q8IUH5	L0N5F9	0.086
P25929	L0N5F9	0.087
Q969Z4	L0N5F9	0.109
Q96AP7	L0N5F9	0.102
P33681	L0N5F9	0.091
P18627	L0N5F9	0.079
A0A0B4J268	L0N5F9	0.095
P04233	L0N5F9	0.121
Q9HBX8	L0N5F9	0.070
Q96FE5	L0N5F9	0.096
Q9UM73	L0N5F9	0.082
P09958	L0N5F9	0.073
P42892	L0N5F9	0.107
Q96QU1	L0N5F9	0.094
P00505	L0N5F9	0.095
Q08209	L0N5F9	0.072
Q96GZ6	L0N5F9	0.087
P42702	L0N5F9	0.071
Q15223	L0N5F9	0.094
Q12959	L0N5F9	0.061
O94973	L0N5F9	0.103
Q9NZ20	L0N5F9	0.079
O00186	L0N5F9	0.083
Q8TE23	L0N5F9	0.095
O14843	L0N5F9	0.120
Q15722	L0N5F9	0.081
Q8NH41	L0N5F9	0.099
P29371	L0N5F9	0.095
Q14126	L0N5F9	0.081
O00499	L0N5F9	0.097
P34981	L0N5F9	0.084
Q8NH73	L0N5F9	0.087
Q9HBG7	L0N5F9	0.091
Q969L2	L0N5F9	0.107
P01814	L0N5F9	0.117
P11229	L0N5F9	0.083
Q8NGL1	L0N5F9	0.096
Q9NR71	L0N5F9	0.088
P18564	L0N5F9	0.093
P29322	L0N5F9	0.106
P51674	L0N5F9	0.087
A0A0C4DH34	L0N5F9	0.109
P01737	L0N5F9	0.086
P43403	L0N5F9	0.091
A0A075B6V5	L0N5F9	0.085
Q29980	L0N5F9	0.104
Q9UI33	L0N5F9	0.074
Q9UBH6	L0N5F9	0.084
Q9Y6W8	L0N5F9	0.111
P13861	L0N5F9	0.139
P80723	L0N5F9	0.091
P19022	L0N5F9	0.086
P01111	L0N5F9	0.091
O75899	L0N5F9	0.129
P26992	L0N5F9	0.097
P34969	L0N5F9	0.109
Q96J02	L0N5F9	0.115
P41181	L0N5F9	0.099
Q9UGF6	L0N5F9	0.085
Q9ULC0	L0N5F9	0.079
P43489	L0N5F9	0.146
Q9HCN6	L0N5F9	0.086
Q14CN2	L0N5F9	0.080
P29320	L0N5F9	0.103
Q86UT5	L0N5F9	0.079
P51153	L0N5F9	0.095
P41586	L0N5F9	0.117
Q92743	L0N5F9	0.088
P21453	L0N5F9	0.096
P25025	L0N5F9	0.117
P56559	L0N5F9	0.100
O43315	L0N5F9	0.111
P16422	L0N5F9	0.113
Q8N6Q3	L0N5F9	0.103
Q8IYS5	L0N5F9	0.123
Q7Z2H8	L0N5F9	0.139
Q9NY26	L0N5F9	0.093
Q8NC96	L0N5F9	0.097
Q9Y5U5	L0N5F9	0.093
Q8NBP7	L0N5F9	0.091
Q9BYF1	L0N5F9	0.098
Q9NQS5	L0N5F9	0.085
P40259	L0N5F9	0.109
P31641	L0N5F9	0.083
Q8NGG0	L0N5F9	0.101
P23634	L0N5F9	0.080
O43557	L0N5F9	0.109
Q9BY15	L0N5F9	0.087
Q86VE9	L0N5F9	0.088
Q13153	L0N5F9	0.072
Q6W5P4	L0N5F9	0.078
Q5IJ48	L0N5F9	0.087
P03979	L0N5F9	0.097
Q9ULV1	L0N5F9	0.092
P40189	L0N5F9	0.077
A0A0B4J1X5	L0N5F9	0.154
Q9Y6Y9	L0N5F9	0.105
Q14982	L0N5F9	0.088
Q01959	L0N5F9	0.086
O43603	L0N5F9	0.077
Q03135	L0N5F9	0.103
P32245	L0N5F9	0.112
Q9Y5L3	L0N5F9	0.081
P46092	L0N5F9	0.119
O43653	L0N5F9	0.112
Q14247	L0N5F9	0.093
Q13733	L0N5F9	0.082
P46094	L0N5F9	0.109
A0A0J9YXX1	L0N5F9	0.112
P08637	L0N5F9	0.118
P62070	L0N5F9	0.111
Q8IZF2	L0N5F9	0.077
P38567	L0N5F9	0.079
Q9P2J2	L0N5F9	0.075
P35408	L0N5F9	0.104
P55286	L0N5F9	0.069
P08575	L0N5F9	0.086
P08138	L0N5F9	0.087
Q6PCB8	L0N5F9	0.131
O43511	L0N5F9	0.081
P34998	L0N5F9	0.083
Q13177	L0N5F9	0.063
P43115	L0N5F9	0.095
P30825	L0N5F9	0.089
O60235	L0N5F9	0.069
P21917	L0N5F9	0.101
Q06418	L0N5F9	0.087
Q13530	L0N5F9	0.099
Q16653	L0N5F9	0.134
A0A075B6J9	L0N5F9	0.166
Q02246	L0N5F9	0.085
P16452	L0N5F9	0.093
Q9BXM0	L0N5F9	0.098
P78310	L0N5F9	0.085
O60896	L0N5F9	0.128
P68104	L0N5F9	0.085
Q4U2R8	L0N5F9	0.069
P23229	L0N5F9	0.079
Q9UBS5	L0N5F9	0.105
Q9BZ76	L0N5F9	0.070
P37173	L0N5F9	0.091
Q6UXZ3	L0N5F9	0.077
Q8NFK1	L0N5F9	0.116
Q8NCT1	L0N5F9	0.077
Q5VWK5	L0N5F9	0.071
Q01628	L0N5F9	0.110
Q6ZTQ4	L0N5F9	0.084
P32247	L0N5F9	0.120
Q96DA2	L0N5F9	0.093
P51148	L0N5F9	0.085
Q86UN3	L0N5F9	0.095
P49146	L0N5F9	0.099
Q9BZM5	L0N5F9	0.137
P28336	L0N5F9	0.072
Q4KMG0	L0N5F9	0.081
Q92673	L0N5F9	0.086
Q96L33	L0N5F9	0.081
A0A075B6R9	L0N5F9	0.125
Q9Y5Y9	L0N5F9	0.087
Q7Z553	L0N5F9	0.111
P31994	L0N5F9	0.113
Q9BY67	L0N5F9	0.083
P0DP03	L0N5F9	0.151
Q8NGL2	L0N5F9	0.095
Q969V1	L0N5F9	0.094
P09693	L0N5F9	0.081
Q08722	L0N5F9	0.105
P06239	L0N5F9	0.090
Q4V9L6	L0N5F9	0.099
P51582	L0N5F9	0.112
P01848	L0N5F9	0.093
P14672	L0N5F9	0.086
A8MXK1	L0N5F9	0.091
Q99519	L0N5F9	0.087
P0DQD5	L0N5F9	0.105
P32241	L0N5F9	0.095
Q8IZY2	L0N5F9	0.099
P57739	L0N5F9	0.079
O60931	L0N5F9	0.110
P0DP01	L0N5F9	0.113
P01889	L0N5F9	0.175
Q16602	L0N5F9	0.099
Q13237	L0N5F9	0.091
Q9NY84	L0N5F9	0.088
P61073	L0N5F9	0.091
Q96JP9	L0N5F9	0.091
P31997	L0N5F9	0.079
Q16581	L0N5F9	0.089
P01834	L0N5F9	0.092
Q8NGU1	L0N5F9	0.121
Q14964	L0N5F9	0.099
P46531	L0N5F9	0.072
Q96RI0	L0N5F9	0.094
Q9UM01	L0N5F9	0.122
P20023	L0N5F9	0.091
O43614	L0N5F9	0.081
O76050	L0N5F9	0.111
P22607	L0N5F9	0.082
P06213	L0N5F9	0.082
Q9GZY6	L0N5F9	0.095
P32238	L0N5F9	0.108
P14410	L0N5F9	0.097
Q8IWT1	L0N5F9	0.081
Q9UMX0	L0N5F9	0.075
Q9Y5Z0	L0N5F9	0.086
P48551	L0N5F9	0.088
Q9BY79	L0N5F9	0.076
P14415	L0N5F9	0.106
A0A0C4DH67	L0N5F9	0.121
Q5T2D2	L0N5F9	0.105
P08069	L0N5F9	0.097
Q9BX97	L0N5F9	0.093
P03986	L0N5F9	0.083
O43490	L0N5F9	0.072
Q09428	L0N5F9	0.113
Q9Y5G7	L0N5F9	0.096
Q93038	L0N5F9	0.094
A0A0J9YVY3	L0N5F9	0.105
Q9UPR5	L0N5F9	0.068
Q9BXB1	L0N5F9	0.073
A0A0A6YYG3	L0N5F9	0.095
O43318	L0N5F9	0.068
P22303	L0N5F9	0.064
P21554	L0N5F9	0.112
Q13291	L0N5F9	0.101
A0A087WSY4	L0N5F9	0.159
Q8NH89	L0N5F9	0.095
Q8NFT8	L0N5F9	0.104
Q9NZV1	L0N5F9	0.077
P35222	L0N5F9	0.063
A0A0J9YXY3	L0N5F9	0.095
Q9Y265	L0N5F9	0.087
A0A0C4DH29	L0N5F9	0.097
Q08174	L0N5F9	0.091
P14555	L0N5F9	0.081
Q8NFJ6	L0N5F9	0.085
P22223	L0N5F9	0.089
P31785	L0N5F9	0.111
P16109	L0N5F9	0.103
Q7RTP0	L0N5F9	0.067
P78369	L0N5F9	0.093
P13637	L0N5F9	0.087
P08908	L0N5F9	0.101
Q92847	L0N5F9	0.125
Q01113	L0N5F9	0.093
Q8WTV0	L0N5F9	0.073
Q49SQ1	L0N5F9	0.081
P57087	L0N5F9	0.077
P29323	L0N5F9	0.096
P28908	L0N5F9	0.075
P26012	L0N5F9	0.100
Q9UNW8	L0N5F9	0.086
Q8NHG8	L0N5F9	0.142
P43116	L0N5F9	0.130
P54760	L0N5F9	0.094
Q16720	L0N5F9	0.082
P31644	L0N5F9	0.079
P10721	L0N5F9	0.084
O43895	L0N5F9	0.091
Q14108	L0N5F9	0.081
P54764	L0N5F9	0.087
Q13319	L0N5F9	0.115
A0A0A6YYG2	L0N5F9	0.085
P41595	L0N5F9	0.068
P05106	L0N5F9	0.107
P25063	L0N5F9	0.103
P08962	L0N5F9	0.111
P13498	L0N5F9	0.138
P0DP02	L0N5F9	0.133
Q15758	L0N5F9	0.072
Q07699	L0N5F9	0.087
Q08554	L0N5F9	0.092
P18825	L0N5F9	0.123
P63027	L0N5F9	0.101
Q7Z6M3	L0N5F9	0.116
Q9Y2T6	L0N5F9	0.093
A0JD32	L0N5F9	0.090
O95057	L0N5F9	0.081
Q04844	L0N5F9	0.079
A0A0C4DH33	L0N5F9	0.100
Q8N149	L0N5F9	0.093
Q8TF71	L0N5F9	0.097
P15509	L0N5F9	0.097
P49286	L0N5F9	0.110
P29275	L0N5F9	0.116
P00747	L0N5F9	0.063
Q16518	L0N5F9	0.080
Q96Q06	L0N5F9	0.109
Q9HBH0	L0N5F9	0.115
Q9UIG8	L0N5F9	0.080
Q8ND76	L0N5F9	0.113
O43300	L0N5F9	0.099
A0A0B4J277	L0N5F9	0.095
O95754	L0N5F9	0.089
Q9P1P5	L0N5F9	0.113
P11166	L0N5F9	0.103
Q8NAC3	L0N5F9	0.073
P30203	L0N5F9	0.103
A0A0B4J1V2	L0N5F9	0.104
Q02763	L0N5F9	0.097
Q8NGE5	L0N5F9	0.093
P01112	L0N5F9	0.093
Q16570	L0N5F9	0.080
Q96LA5	L0N5F9	0.087
Q6UXB3	L0N5F9	0.087
Q6UXZ0	L0N5F9	0.094
P01705	L0N5F9	0.167
P05026	L0N5F9	0.091
P43003	L0N5F9	0.078
P10301	L0N5F9	0.103
P58335	L0N5F9	0.095
P51679	L0N5F9	0.105
P55285	L0N5F9	0.075
O95264	L0N5F9	0.101
H7C241	L0N5F9	0.077
P30301	L0N5F9	0.100
P25445	L0N5F9	0.079
Q86Y22	L0N5F9	0.089
P08648	L0N5F9	0.057
P51684	L0N5F9	0.078
Q9Y624	L0N5F9	0.092
Q92737	L0N5F9	0.109
P49903	L0N5F9	0.081
Q9HD43	L0N5F9	0.077
Q969N4	L0N5F9	0.115
O00254	L0N5F9	0.091
P06331	L0N5F9	0.119
Q92692	L0N5F9	0.075
Q86YC3	L0N5F9	0.089
P22694	L0N5F9	0.089
Q8N8Q9	L0N5F9	0.078
P08183	L0N5F9	0.089
Q9NP90	L0N5F9	0.091
Q13607	L0N5F9	0.087
Q9Y2C5	L0N5F9	0.095
P20339	L0N5F9	0.076
P41240	L0N5F9	0.115
Q8NGB2	L0N5F9	0.091
Q9NP99	L0N5F9	0.100
Q9BYE9	L0N5F9	0.081
A0A1B0GX95	L0N5F9	0.111
O43323	L0N5F9	0.112
A0A0B4J238	L0N5F9	0.083
P42261	L0N5F9	0.094
O00548	L0N5F9	0.076
Q15116	L0N5F9	0.091
Q9UBY5	L0N5F9	0.089
Q86UD5	L0N5F9	0.091
P25116	L0N5F9	0.112
P07947	L0N5F9	0.082
A0A0B4J1V6	L0N5F9	0.093
Q99653	L0N5F9	0.095
P19438	L0N5F9	0.137
A0A0A0MS00	L0N5F9	0.087
A6BM72	L0N5F9	0.093
Q5VV43	L0N5F9	0.091
Q9HBX9	L0N5F9	0.127
A0A0A6YYC5	L0N5F9	0.090
P09769	L0N5F9	0.083
P30550	L0N5F9	0.100
A0A075B6I9	L0N5F9	0.103
P23515	L0N5F9	0.093
Q9UQF0	L0N5F9	0.080
Q7Z410	L0N5F9	0.070
O95661	L0N5F9	0.083
Q9P0L0	L0N5F9	0.094
P11362	L0N5F9	0.087
A0A5A2	L0N5F9	0.105
P21926	L0N5F9	0.067
Q9HBW1	L0N5F9	0.098
P07550	L0N5F9	0.083
Q9NY46	L0N5F9	0.083
P10644	L0N5F9	0.097
Q14246	L0N5F9	0.054
P63098	L0N5F9	0.085
P35070	L0N5F9	0.091
P17301	L0N5F9	0.089
P47901	L0N5F9	0.091
Q8N5I2	L0N5F9	0.093
P23975	L0N5F9	0.067
O75443	L0N5F9	0.093
Q9NYM4	L0N5F9	0.112
P32004	L0N5F9	0.076
Q99677	L0N5F9	0.086
A0A0J9YX35	L0N5F9	0.120
P98172	L0N5F9	0.110
O15245	L0N5F9	0.090
Q9BQ51	L0N5F9	0.116
P05362	L0N5F9	0.099
P62745	L0N5F9	0.103
P01876	L0N5F9	0.090
P01375	L0N5F9	0.083
P04629	L0N5F9	0.095
Q8IVW8	L0N5F9	0.093
P12314	L0N5F9	0.122
P20648	L0N5F9	0.081
P50993	L0N5F9	0.092
Q9NP58	L0N5F9	0.111
O15303	L0N5F9	0.087
O43865	L0N5F9	0.076
Q8N9M5	L0N5F9	0.124
Q9UBL6	L0N5F9	0.088
Q14439	L0N5F9	0.077
P21796	L0N5F9	0.079
P25024	L0N5F9	0.094
P01715	L0N5F9	0.099
P01906	L0N5F9	0.147
P47900	L0N5F9	0.085
Q9Y230	L0N5F9	0.089
Q9H8T0	L0N5F9	0.100
Q8N695	L0N5F9	0.099
P15813	L0N5F9	0.137
Q14392	L0N5F9	0.088
Q9Y5I7	L0N5F9	0.088
Q9BX67	L0N5F9	0.115
O95471	L0N5F9	0.097
O60503	L0N5F9	0.071
P01130	L0N5F9	0.093
P31321	L0N5F9	0.095
A0A0B4J276	L0N5F9	0.101
Q5T6X5	L0N5F9	0.076
Q14916	L0N5F9	0.088
P55085	L0N5F9	0.073
P14416	L0N5F9	0.089
P28335	L0N5F9	0.084
P01703	L0N5F9	0.092
O14798	L0N5F9	0.111
P32926	L0N5F9	0.083
Q16553	L0N5F9	0.114
O95971	L0N5F9	0.082
P29965	L0N5F9	0.093
Q9UHI7	L0N5F9	0.071
Q03405	L0N5F9	0.101
B2RN74	L0N5F9	0.087
P47211	L0N5F9	0.119
O75976	L0N5F9	0.077
Q14831	L0N5F9	0.079
A0A075B6J6	L0N5F9	0.105
Q86XT9	L0N5F9	0.101
P29274	L0N5F9	0.096
P21462	L0N5F9	0.095
Q13304	L0N5F9	0.107
Q9Y6L6	L0N5F9	0.069
Q9BXA5	L0N5F9	0.096
Q6IFH4	L0N5F9	0.080
P08922	L0N5F9	0.083
O43921	L0N5F9	0.141
P32246	L0N5F9	0.120
Q8NHV5	L0N5F9	0.120
P01611	L0N5F9	0.171
Q99466	L0N5F9	0.071
Q96FX8	L0N5F9	0.135
A0A0C4DH26	L0N5F9	0.076
P13591	L0N5F9	0.071
P08134	L0N5F9	0.107
A6NFX1	L0N5F9	0.082
P01730	L0N5F9	0.102
Q96RF0	L0N5F9	0.091
P05107	L0N5F9	0.092
Q8NI35	L0N5F9	0.084
P41217	L0N5F9	0.087
P43005	L0N5F9	0.094
P52798	L0N5F9	0.151
O00468	L0N5F9	0.089
Q9NPF0	L0N5F9	0.139
P04839	L0N5F9	0.087
A0A0B4J2H0	L0N5F9	0.107
Q32ZL2	L0N5F9	0.082
Q96EY1	L0N5F9	0.087
Q8TDQ0	L0N5F9	0.102
Q9H3Z4	L0N5F9	0.096
Q9Y5H8	L0N5F9	0.085
A0A0B4J1U3	L0N5F9	0.165
P36888	L0N5F9	0.085
P11717	L0N5F9	0.093
P01764	L0N5F9	0.127
P16070	L0N5F9	0.073
Q9Y5F2	L0N5F9	0.079
Q6PEY1	L0N5F9	0.121
Q15084	L0N5F9	0.097
P19256	L0N5F9	0.083
P12319	L0N5F9	0.091
Q9Y5Y4	L0N5F9	0.119
Q9H313	L0N5F9	0.119
Q01518	L0N5F9	0.084
P06729	L0N5F9	0.103
P40337	L0N5F9	0.130
Q96J84	L0N5F9	0.088
A0A0B4J275	L0N5F9	0.084
P40879	L0N5F9	0.073
A0A578	L0N5F9	0.091
P34995	L0N5F9	0.095
Q9Y5Y7	L0N5F9	0.073
P01817	L0N5F9	0.104
O00501	L0N5F9	0.100
Q6UXM1	L0N5F9	0.084
Q8NH07	L0N5F9	0.081
Q07075	L0N5F9	0.073
P16671	L0N5F9	0.101
Q9HCJ2	L0N5F9	0.115
O60641	L0N5F9	0.075
Q92930	L0N5F9	0.107
Q9NPD5	QWM97554	0.029
Q96EP9	QWM97554	0.109
Q9NRA2	QWM97554	0.062
P33032	QWM97554	0.062
P20309	QWM97554	0.055
A0A577	QWM97554	0.071
Q9UHC9	QWM97554	0.051
Q15286	QWM97554	0.063
Q96KG7	QWM97554	0.057
P04430	QWM97554	0.150
Q7Z5N4	QWM97554	0.063
P04234	QWM97554	0.087
P35372	QWM97554	0.053
Q96GR2	QWM97554	0.053
P21583	QWM97554	0.071
P51164	QWM97554	0.063
P41145	QWM97554	0.058
P49685	QWM97554	0.093
Q496F6	QWM97554	0.131
A0A597	QWM97554	0.075
O14626	QWM97554	0.071
P05129	QWM97554	0.059
